,A,B,K,d,r,s,D,j,j_deg,gmm
3102,150322012416174549457979599970517886897803304*theta_K + 27102649542963225970601585896458750584629551239/3,12795507727904024931513036896272598656065421871352472226453842730536/3*theta_K + 6920985611479463654192649337509351457791131298555456448457798774221786/27,x^2 - x - 3672,2,2,0,14689,1331,1,True
3103,-41604302772988049848064*theta_K - 7501142510079253326874624/3,-82023004504078511836898052181689344/3*theta_K - 44365573141350582100602261432539832320/27,x^2 - x - 3672,2,2,0,14689,4096,1,False
3104,4706753530912847512536172163312172703735741072884051114343207468024064*theta_K - 862735106702327173328018333971735694604282262599220633509309083868399616/3,3121120144039906530855430623208767412568242574499838244095536824314205615581758110877185086731792007187456/3*theta_K - 1716278472718424671343395581865272933491096819828630198248956942893746699871614926008167939454909812561731584/27,x^2 - x - 3672,2,2,0,14689,4096,1,False
3105,-8778507885100478517941504*theta_K - 1582741069626722451970545664/3,330634731155940481214536048344389745664/3*theta_K + 178837625332784196447527715834568064081920/27,x^2 - x - 3672,2,2,0,14689,38477541376,1,False
3106,993124995022610825145132326458868440488241366378534785126416775753077504*theta_K - 182037107514191033572211868468036231561503557408435553670464216696232318976/3,-12581235300624863225878240842154541440062585817808847961949108938810562836410066944945933084615853580972635136/3*theta_K + 6918318523527969850185227590498915194902611280729208329141545436804692947182479766738924963942741454436340015104/27,x^2 - x - 3672,2,2,0,14689,38477541376,1,False
3107,3005235200*theta_K - 182356126720,-858969322553344*theta_K + 52121816832081920,x^2 - 3682,2,2,0,14728,-3375,1,False
3108,-348160*theta_K - 21130240,1071251456*theta_K + 65002864640,x^2 - 3682,2,2,0,14728,-3375,1,False
3109,-87040*theta_K - 5282560,133906432*theta_K + 8125358080,x^2 - 3682,2,2,0,14728,-3375,1,False
3110,751308800*theta_K - 45589031680,-107371165319168*theta_K + 6515227104010240,x^2 - 3682,2,2,0,14728,-3375,1,False
3111,-5918720*theta_K - 359214080,61061332992*theta_K + 3705163284480,x^2 - 3682,2,2,0,14728,16581375,1,False
3112,51088998400*theta_K - 3100054154240,-48961251385540608*theta_K + 2970943559428669440,x^2 - 3682,2,2,0,14728,16581375,1,False
3113,-1479680*theta_K - 89803520,7632666624*theta_K + 463145410560,x^2 - 3682,2,2,0,14728,16581375,1,False
3114,12772249600*theta_K - 775013538560,-6120156423192576*theta_K + 371367944928583680,x^2 - 3682,2,2,0,14728,16581375,1,False
3115,-672685962536920518579844292939567997219127680*theta_K - 122521212256242231531588120154942975945626164800/3,-65520699151624859121424212974672089209379164173607217646779031041024*theta_K - 107403875530459237518287624132629679471820638491409620795830975943051264/27,x^2 - 3686,2,2,0,14744,8000,1,True
3116,-5801706895612751806305878762490969059086322001227467423360*theta_K - 1056707292248364665957908858687389674831896435515684242236480/3,-4978687948475440161308527217238677176207545832736748358992768953618094137559006525985792/3*theta_K - 2720414503339401345432241183604378744655423026459111836920089103644663917273443068539578368/27,x^2 - 3686,2,2,0,14744,8000,1,False
3117,-803683088904320*theta_K - 146380676580558400/3,256689719385123172563968/3*theta_K + 140258325627185043299538944/27,x^2 - 3686,2,2,0,14744,8000,1,True
3118,-6931516306953758422025389440*theta_K - 1262487740191655945465950073920/3,2167216753972019838377207938043229303053312*theta_K + 3552579284181284231808402009553028851245881344/27,x^2 - 3686,2,2,0,14744,8000,1,False
3119,-178844639690820138367218344420814606080*theta_K - 10780816084215699930316195935882005622320,12480571411849684776104602653855533206110313427826391602176*theta_K + 752333115768400869287636502795727814474947109839952676034432,x^2 - x - 3694,2,2,0,14777,-3375,1,True
3120,178844639690820138367218344420814606080*theta_K - 10959660723906520068683414280302820228400,-12480571411849684776104602653855533206110313427826391602176*theta_K + 764813687180250554063741105449583347681057423267779067636608,x^2 - x - 3694,2,2,0,14777,-3375,1,True
3121,190022429671496397015169490947115518960*theta_K - 11644639519150677572976127672821746492675,-11115508913678625503718161738590084261691997896657880020688*theta_K + 681162190144910649713019422041035169028441767597865732113854,x^2 - x - 3694,2,2,0,14777,16581375,1,True
3122,-190022429671496397015169490947115518960*theta_K - 11454617089479181175960958181874630973715,11115508913678625503718161738590084261691997896657880020688*theta_K + 670046681231232024209301260302445084766749769701207852093166,x^2 - x - 3694,2,2,0,14777,16581375,1,True
3123,-243034699099470481880960/3*theta_K - 14787218538504877519159360/3,780177281895482527138294046179423232/9*theta_K + 142407467027291998145398175239569602560/27,x^2 - 3702,2,2,0,14808,8000,1,False
3124,-18560/3*theta_K - 1130560/3,-16479232/9*theta_K - 3007907840/27,x^2 - 3702,2,2,0,14808,8000,1,False
3125,-41499494315105455558930070400*theta_K - 7574993537327059809691176992320/3,31782968205707023197026424688637530562518016*theta_K + 52212732818988157011936322147796541757255055360/27,x^2 - 3702,2,2,0,14808,8000,1,True
3126,-3171036800*theta_K - 578816288320/3,-2013971980776448/3*theta_K - 1102844142357637120/27,x^2 - 3702,2,2,0,14808,8000,1,True
3127,-1359806549594179019668571744464113625304355922225380312806301352818132149309440/3*theta_K - 82081390923961635325663433433673103227410530990357387628174583257245391128565248/3,11966686295967081970044528475171367299811590981679410892281685262386372874909558007072729085124888046163799905619619840/9*theta_K + 2167019101835101016164457332840475148915775745988030279555549380466610656209431466354879545307083487479165102995186727936/27,x^2 - x - 3704,2,2,0,14817,-32768,1,False
3128,-543732201107174741892192875338358149641942716152883311759360*theta_K - 98463186628297115813188440817617382486655949989275291501147648/3,5240785938746971440147897221773579523475501907746372147748948854790944843247408667692380160/3*theta_K + 2847124832307393852941255555460776915791236637045062152301745205827356621361946779894415399936/27,x^2 - x - 3704,2,2,0,14817,-32768,1,True
3129,-85233740638380882558111310357653704704*theta_K - 15434777808663479659209432063207875929600/3,-10285754718992855144508237921588051506657530698392601333760/3*theta_K - 5587869457318319264292140192012910641057657553252305615811584/27,x^2 - x - 3704,2,2,0,14817,-32768,1,False
3130,-306734045940301647872/3*theta_K - 6171749734555547271680,-40541628342825667613674312355840/9*theta_K - 7341588211267021892576236002448384/27,x^2 - x - 3704,2,2,0,14817,-32768,1,True
3131,-139178045409879124480*theta_K - 8413709590226585322160,8580095411855407423427075405824*theta_K + 518691226329456338401141375162752,x^2 - x - 3715,2,2,0,14861,-3375,1,True
3132,-3913520*theta_K - 236583440,-40456411136*theta_K - 2445705379456,x^2 - x - 3715,2,2,0,14861,-3375,1,True
3133,-250274275727079097516181840*theta_K - 15129793407218441870917601600,-20689992706279074048789501883197786546176*theta_K - 1250769038621531353789141647780964535386240,x^2 - x - 3715,2,2,0,14861,-3375,1,False
3134,-7037412981760*theta_K - 425431675812400,97556357027160461312*theta_K + 5897559879431429162880,x^2 - x - 3715,2,2,0,14861,-3375,1,False
3135,-4158115*theta_K - 251369905,-36031491168*theta_K - 2178206353578,x^2 - x - 3715,2,2,0,14861,16581375,1,True
3136,-147876673247996569760*theta_K - 8939566439615746904795,7641647476183722236489739033312*theta_K + 461959373449672051388516537254326,x^2 - x - 3715,2,2,0,14861,16581375,1,True
3137,-265916417960021541110943205*theta_K - 16075405495169594487849951700,-18427024754029800324703150114723028642688*theta_K - 1113966175022301361968454280054921539328370,x^2 - x - 3715,2,2,0,14861,16581375,1,False
3138,-7477251293120*theta_K - 452021155550675,86886130477314785856*theta_K + 5252514267618616598190,x^2 - x - 3715,2,2,0,14861,16581375,1,False
3139,-1457067420927993524107804407916047381026488813081812762378665497708780774014646955286408420447637369295616*theta_K - 88191385814952178657911415787497540429654268291712183873452424026075386756325717282017123734116962723948848,-236505129089941994874749160333339226077856059703095068711836625505896213264633851852328472527746282581486950657472426356385030887081077337305492656849151736832*theta_K - 14314859276382727441869600498369846819782376207159112049199801207436974792434590426388035116571572800102611452066335930888322542223963360215232298720611439068288,x^2 - x - 3724,2,2,0,14897,x^2 - 217393024*x - 3046733141473,2,True
3140,-3449717894330050115389390005371295426290121975870972312063806891708808690351521813982940449888999358526795390940513326564202120774271818505346990443674014703201421089024*theta_K - 208799810771859141771104064775334364370833189233451419439448049333784934856691828938176861288117498819300110267261351122787816753148563959327600082366859658287710934562352,-28876673255996952925069231681547432670252422307356487750595609558405452090908478001065813057017348232032998235298574070060212646695499040905349018861770603124697231471406347271616137887628484377163432488775957130391083367236345183957780370901075667694592*theta_K - 1747807819730115356305537481604369260729836533019908046671841044600246932221140243625875199598698945273609140999708987704443260490727078335361077803356166508053847687645291251714587619825616552797041450331168211649201131233134298908409169800225680987564160,x^2 - x - 3724,2,2,0,14897,x^2 - 217393024*x - 3046733141473,2,True
3141,-48376805818482371341283529333673630735457529520062390917604794139100730935465413318046628833063760095690670160965343786249027436863746488434225482382143623085454656417611654274733880249081375360*theta_K - 8868406697729791688331462076576539066731407791250289468524312939930850318598017708499211647572657959201925824183553451244465735653224721535907418165433773388869142681009332094479325935886694811200/3,-34228216471051706693405030423228809073333160320253882736721271127624364678723843206118455053754365501106623441001223779325782214087738486717511246360924489490662037030213325687698852173030187231325082238358230030832859155563549739324028714872151059218321190054131419647666083405910887350416384/27*theta_K - 232396143739249331993918062038442863164221231500147907595215828685047650256790791205403706116309236934983141824695807575989799540238681563298092005446058094447075555658581291651983301258088679628360587835524018653413797038260330302185671748382684280403446109065306956700186978207176259277236224/3,x^2 - 3734,2,2,0,14936,8000,1,True
3142,-2134455048429509080694616101152723431073857140715189947750491319179189453350076149794471256221410947586662197545786172230100506836848416640*theta_K - 391287004737785178337117858727850116988654435772747800561324039314186909482237026811880370820087959016065907968917026679782641615950201192000/3,317218863488363039261095621698005304574209375467604529994028199992547108725157598387310777980095784319810578912211680647165383427674778336165606369795932574933084339716887117275127265102190929450263568749843456/27*theta_K + 2153791467878307821591038091878220364410632289784598248476293148043595232099073001022154096957640919953844667908201710219847212053817892979702612212610127474536317542783725269459434558868406847672521198151153664/3,x^2 - 3734,2,2,0,14936,8000,1,True
3143,334186308400537831594265721877591426560*theta_K - 20591454723176362332807510070205146580480,25997166276592497708073946454972786463304926589189087924224*theta_K - 1601859378612652646857574796666310778122930088878698589654016,x^2 - x - 3735,2,2,0,14941,-147197952000,1,True
3144,-334186308400537831594265721877591426560*theta_K - 20257268414775824501213244348327555153920,-25997166276592497708073946454972786463304926589189087924224*theta_K - 1575862212336060149149500850211337991659625162289509501729792,x^2 - x - 3735,2,2,0,14941,-147197952000,1,True
3145,148597954334857802752/3*theta_K - 3031624879934884032940,-40082633691317841763282521715712/27*theta_K + 2453240559653058382213899662614544/27,x^2 - 3746,2,2,0,14984,x^2 + 5611635398*x - 884459548799,2,True
3146,848/3*theta_K + 17300,1724768/27*theta_K + 105563696/27,x^2 - 3746,2,2,0,14984,x^2 + 5611635398*x - 884459548799,2,True
3147,-848/3*theta_K + 17300,-1724768/27*theta_K + 105563696/27,x^2 - 3746,2,2,0,14984,x^2 + 5611635398*x - 884459548799,2,True
3148,-10424949130865143672814752/3*theta_K + 212684860290654673775168340,-2351024296845685449380218403009710793792/27*theta_K + 143893442885240175043064387128795998931216/27,x^2 - 3746,2,2,0,14984,x^2 + 5611635398*x - 884459548799,2,True
3149,593036710252146857812809174939576620461659151072576812812397840464668541644093668380573931821718906543955500000000*theta_K - 36613662337479774198708606688430836481938906589668310564312251324038057756573176765546683853051758831071185718750000,-2392084014769812229152049370107869432333039826683070988948524886745793957775317731364065162794566838516499877748789012550439272405559252771516049580253510846352250000000000*theta_K + 147685556198412130322808506883149048546112784024772212477900594607206028364008490583275416055665874749886061093350909198367185489842586690673656684342350230918385718750000000,x^2 - x - 3750,2,2,0,15001,-3375,1,True
3150,-593036710252146857812809174939576620461659151072576812812397840464668541644093668380573931821718906543955500000000*theta_K - 36020625627227627340895797513491259861477247438595733751499853483573389214929083097166109921230039924527230218750000,2392084014769812229152049370107869432333039826683070988948524886745793957775317731364065162794566838516499877748789012550439272405559252771516049580253510846352250000000000*theta_K + 145293472183642318093656457513041179113779744198089141488952069720460234406233172851911350892871307911369561215602120185816746217437027437902140634762096720072033468750000000,x^2 - x - 3750,2,2,0,15001,-3375,1,True
3151,-7836474337878076371453907453057510914569921108569987491879336022767792168243299738764165055880400205464501459622899842447900315883500000000*theta_K - 475981846456124720175812191375969495429113238164438855547729547587927374107797701602966676121399798476451339183396540685134467101543718750000,93440813152177037267768787465629443513828674503042043831417378250886838935227484678650771069331409039496260790875189791072593520118278959271477217304812635767891734236560933343503939435336698371798250000000000*theta_K + 5675528159845669471868102475199130415800305095208926998926954576688351646807222052239137244023941689695795268302744934585491403934947664185401692017252598091264794279739355341428108898853976123724492718750000000,x^2 - x - 3750,2,2,0,15001,16581375,1,True
3152,7836474337878076371453907453057510914569921108569987491879336022767792168243299738764165055880400205464501459622899842447900315883500000000*theta_K - 483818320794002796547266098829027006343683159273008843039608883610695166276041001341730841177280198681915840643019440527582367417427218750000,-93440813152177037267768787465629443513828674503042043831417378250886838935227484678650771069331409039496260790875189791072593520118278959271477217304812635767891734236560933343503939435336698371798250000000000*theta_K + 5768968972997846509135871262664759859314133769711969042758371954939238485742449536917788015093273098735291529093620124376563997455065943144673169234557410727032686013975916274771612838289312822096290968750000000,x^2 - x - 3750,2,2,0,15001,16581375,1,True
3153,-31288149008755408*theta_K - 1918042646195584524,-23588620931479596281110560*theta_K - 1446042106832813603394437328,x^2 - 3758,2,2,0,15032,-12326391,1,True
3154,-4853499037970619780496375732628887929105409005680*theta_K - 297531763080388020217847191409611601009592740628492,45573792041416032574012881488986543042187857859429681953767838191005500320*theta_K + 2793788685288609349274443446963372288604870930001741214766811839307130964272,x^2 - 3758,2,2,0,15032,-12326391,1,True
3155,-12517674840842954279362279835295444402438144000000*theta_K - 3157733678485135042576780517851509748756119552000000,-396614420152047436628349026833831065576323189659158681562185203712000000000*theta_K - 65007124846457926187354127496318472947236208712222451303026025037824000000000,x^2 - x + 3759,2,0,1,-15035,32768,1,False
3156,-12029485522050079062467150921718922070743056384000000*theta_K - 3034582065024214775916286077655300868554630889472000000,11815540190749645184595145858406661274584244143135996282419059403784192000000000*theta_K + 1936627256300828079047466812242823627571113893745819046768448311901814784000000000,x^2 - x + 3759,2,0,1,-15035,32768,1,False
3157,-500706993633718171174491193411817776097525760000*theta_K - 126309347139405401703071220714060389950244782080000,-3172915361216379493026792214670648524610585517273269452497481629696000000*theta_K - 520056998771663409498833019970547783577889669697779610424208200302592000000,x^2 - x + 3759,2,0,1,-15035,32768,1,False
3158,-481179420882003162498686036868756882829722255360000*theta_K - 121383282600968591036651443106212034742185235578880000,94524321525997161476761166867253290196673953145087970259352475230273536000000*theta_K + 15493018050406624632379734497942589020568911149966552374147586495214518272000000,x^2 - x + 3759,2,0,1,-15035,32768,1,False
3159,-207467860159897231379352367104*theta_K - 37850056525419363483709385336320/3,413260652481837971001635044818237570122280960*theta_K + 678550650674398078301755365351734782304751709184/27,x^2 - x - 3759,2,2,0,15037,-32768,1,True
3160,207467860159897231379352367104*theta_K - 38472460105899055177847442437632/3,-413260652481837971001635044818237570122280960*theta_K + 689708688291407703518799511561827196698053295104/27,x^2 - x - 3759,2,2,0,15037,-32768,1,True
3161,-142431055932976782900240*theta_K - 26005759946573240433121888/3,229201788480819860210235543458670080*theta_K + 376639068380288323003677574381620428416/27,x^2 - x - 3765,2,2,0,15061,620650477,1,True
3162,-50631198762894222600*theta_K - 3115773380284754505755,1891647227915775478387657356712*theta_K + 116409333012847406392482806460570,x^2 - 3787,2,2,0,15148,-3375,1,True
3163,50631198762894222600*theta_K - 3115773380284754505755,1891647227915775478387657356712*theta_K - 116409333012847406392482806460570,x^2 - 3787,2,2,0,15148,-3375,1,True
3164,50631198762894222600*theta_K - 3115773380284754505755,-1891647227915775478387657356712*theta_K + 116409333012847406392482806460570,x^2 - 3787,2,2,0,15148,-3375,1,True
3165,-50631198762894222600*theta_K - 3115773380284754505755,-1891647227915775478387657356712*theta_K - 116409333012847406392482806460570,x^2 - 3787,2,2,0,15148,-3375,1,True
3166,860730378969201784200*theta_K - 52968147464840826597835,-107823891991199202268096469332584*theta_K + 6635331981732302164371519968252490,x^2 - 3787,2,2,0,15148,16581375,1,True
3167,860730378969201784200*theta_K - 52968147464840826597835,107823891991199202268096469332584*theta_K - 6635331981732302164371519968252490,x^2 - 3787,2,2,0,15148,16581375,1,True
3168,-860730378969201784200*theta_K - 52968147464840826597835,107823891991199202268096469332584*theta_K + 6635331981732302164371519968252490,x^2 - 3787,2,2,0,15148,16581375,1,True
3169,-860730378969201784200*theta_K - 52968147464840826597835,-107823891991199202268096469332584*theta_K - 6635331981732302164371519968252490,x^2 - 3787,2,2,0,15148,16581375,1,True
3170,1952085827627747403116335816294102586368570478123628451503443088464557784505525456140685*theta_K - 121187922714262939357312238159838751501401956574967348625223895430126717958649940225048480,-453013985338888623710538401001841150243740666823685348253481125225427572944283012179165778805451528188674113097462676674170454700034*theta_K + 28123673184209290418440759242905072371444702168249037730782387872504617291189094589527522814646355703156566870807804432439874963105760,x^2 - x - 3792,2,2,0,15169,-3375,1,False
3171,3833238322968381300918156155130125790629744640*theta_K - 237972215695952918245045615584591155400463820795,-1246556532841406969953466762129375544090872922261346610709890392649728*theta_K + 77387784196214042234957307081622321494181559913989361090711236199872150,x^2 - x - 3792,2,2,0,15169,-3375,1,True
3172,-3833238322968381300918156155130125790629744640*theta_K - 234138977372984536944127459429461029609834076155,1246556532841406969953466762129375544090872922261346610709890392649728*theta_K + 76141227663372635265003840319492945950090686991728014480001345807222422,x^2 - x - 3792,2,2,0,15169,-3375,1,True
3173,-120435*theta_K - 7356320,219529214*theta_K + 13409118176,x^2 - x - 3792,2,2,0,15169,-3375,1,False
3174,-32758320*theta_K - 2000919040,800842572672*theta_K + 48916463106048,x^2 - x - 3792,2,2,0,15169,16581375,1,False
3175,530967345114747293647643342031995903492251170049626938808936520062359717385502924070266320*theta_K - 32963114978279519505188928779476140408381332188391118826060899556994467284752783741213186560,-1652595018516265699296044086854716516089165952572804150428699144822359786100744428429596761082287174832283164579543844507373818745724032*theta_K + 102595159775995491446471889718117704011030273509772489641894150958896843878257817062596403227829905605115155944706870569540663865409812480,x^2 - x - 3792,2,2,0,15169,16581375,1,False
3176,1042640823847399713849738474195394215051290542080*theta_K - 64728442669299193762652407439008794268926159256240,-4547438231805452626390246748247961984843504420409392435869680152386207744*theta_K + 282310636747788826073124256233758228810774330566233189258914589657133603200,x^2 - x - 3792,2,2,0,15169,16581375,1,True
3177,-1042640823847399713849738474195394215051290542080*theta_K - 63685801845451794048802668964813400053874868714160,4547438231805452626390246748247961984843504420409392435869680152386207744*theta_K + 277763198515983373446734009485510266825930826145823796823044909504747395456,x^2 - x - 3792,2,2,0,15169,16581375,1,True
3178,-5877319325825181317975690766688*theta_K - 359137126116328467540426938027552,60934863387858556416219651520923001427374829248*theta_K + 3723461412288343500529659779699139111294289403792,x^2 - x - 3795,2,2,0,15181,-884736,1,False
3179,-7896237853513570555680000*theta_K - 482504354898851169822159968,94891485070973085240290738886718840000*theta_K + 5798401167613098609347701957055688071056,x^2 - x - 3795,2,2,0,15181,-884736,1,True
3180,-60334492626688*theta_K - 3686775396467552,-2004220076297231330752*theta_K - 122469071085392666236208,x^2 - x - 3795,2,2,0,15181,-884736,1,False
3181,-81060000*theta_K - 4953219968,-3121093720000*theta_K - 190716305648944,x^2 - x - 3795,2,2,0,15181,-884736,1,True
3182,-84012866939789558457898084682057988573656250000*theta_K - 5139459973962273961589841024443071076330062500000,-104014564069847548348428209037260947203359665840014192539699250000000000*theta_K - 6357446810201919667207960344601150697979824377137717308490326281250000000,x^2 - x - 3797,2,2,0,15189,857375,1,False
3183,-81707793293849277075884511762454954036988847656250000*theta_K - 4994129896103222143756421112491676167420531601562500000,-99698250979236998996190632176774810834205160681186019313282132250000000000000000*theta_K - 6093739602214984416053296178877528982946192279299799216309635654090332031250000000,x^2 - x - 3797,2,2,0,15189,857375,1,False
3184,-3337960631347617674047459387916213378592996808329000000000*theta_K - 204022264082783402549128511572520680036449223014069468750000,823216624990972688767743925981669347967013646114620777265455976130429785643500000000000*theta_K + 50316507056417404950268467280066135260925582308818603770294991017121866220654593750000000,x^2 - x - 3797,2,2,0,15189,857375,1,False
3185,-3244985073776061049091239606172582255265515988161931562500000000*theta_K - 198339427807854100271938287754147919967200126297654779042968750000,789062442340996050603058554937224109538739380151973008206115014287075378754580902343750000000000*theta_K + 48228940892004042274504830354146314566356004195792224785111425955078112019833069548339843750000000,x^2 - x - 3797,2,2,0,15189,857375,1,False
3186,625688314720026624*theta_K + 90765178708231716864,-3850984224464831230249009152*theta_K + 164720017196254922331910045696,x^2 - x + 3802,2,0,1,-15207,4096,1,False
3187,770538635906894511734784*theta_K + 151384923795418403466903552,-8550384753974399478510963113104244736*theta_K + 262244492403297891781803026309382668288,x^2 - x + 3802,2,0,1,-15207,4096,1,False
3188,-1354532244489708132861201808254566400*theta_K + 154300640939318766180970943608019484672,8053002586749486967041308253613217694982563360707444736*theta_K + 455712372036442085194890777168040545264084847125208236032,x^2 - x + 3802,2,0,1,-15207,4096,1,False
3189,-687951577398238655060297908224*theta_K + 100485320964265630634788087922688,4439882526287224948325045976460575538887524352*theta_K + 185469367538484707596199169242314950779751890944,x^2 - x + 3802,2,0,1,-15207,4096,1,False
3190,36157844035129697490065924952923223511527650226787880551269839929344*theta_K + 5245220500915762341475773231829807577973398900598258240446103797366784,2224987518699754929191027301746837950209189883498273452527076060756688407353191895923147426811370012672*theta_K - 95170470970342254873788770243907108055226720949135870764406596292442901421141004541493241497574132678656,x^2 - x + 3802,2,0,1,-15207,38477541376,1,False
3191,-78276938348654462174839763578129847313936904839942780718713339471089177232857785958400*theta_K + 8916865439785176702684552689506767922976754173545731039206835559939022700635228662136832,-4652792428944441638044247386082375858959942851495317453554064511333098721511914959794714416091809043058644174164619905974818308096*theta_K - 263297453533207198115773993557672079311589087728319539885976645875987356395623452234654686375019468726535647866881920454224722788352,x^2 - x + 3802,2,0,1,-15207,38477541376,1,False
3192,-39755969951936185814580846734539669652712841401287918104795753924527982267858944*theta_K + 5806936900957872136546569430931979614707104709825447656288096940564335520622051328,-2565235957790776524755022430755695281197964442750899658501508678577132242257195291624867265721763383672962513295084879872*theta_K - 107158846627478467871932839792340111459398352683134712565926726972933912892850215440509872203104058142939235457194088464384,x^2 - x + 3802,2,0,1,-15207,38477541376,1,False
3193,44528585822527144309572737370951497331644563025508000635925134715654242304*theta_K + 8748369331963700842231376873741101753264052328691375767578374882398528602112,4940165487257361043977744058610714273670067224583461189892919486213907589326939230614977333615659016031983108096*theta_K - 151517297510139199068552193410340233732282433711069280286266619034683676869279039076741338701497930021353363079168,x^2 - x + 3802,2,0,1,-15207,38477541376,1,False
3194,5466802745184587866275713296161284464158253669120*theta_K - 339829509204843361403364354278470572020451279788960,-54635306886688486891701704199006229398855755321300729417564882455405711552*theta_K + 3396261103606444183107920904389540849516252842828947576684102399218682307792,x^2 - x - 3802,2,2,0,15209,-147197952000,1,True
3195,-5466802745184587866275713296161284464158253669120*theta_K - 334362706459658773537088640982309287556293026119840,54635306886688486891701704199006229398855755321300729417564882455405711552*theta_K + 3341625796719755696216219200190534620117397087507646847266537516763276596240,x^2 - x - 3802,2,2,0,15209,-147197952000,1,True
3196,-1409758036686349037682382248*theta_K - 87017593168431551163754207004,226349512206014384243585263096262589842928*theta_K + 13971468333184651157243605167425476170510496,x^2 - 3810,2,2,0,15240,11852352,1,True
3197,-21829843241525664626185887256432178664*theta_K - 1347451384343017415053827622048019377724,-436152754838494086426343348139886005700739722870902325456*theta_K - 26921614909914313622732326045419774436515373864312339703264,x^2 - 3810,2,2,0,15240,11852352,1,False
3198,-12565168114030302712*theta_K - 775587482806385297084,190464986221607649070603439952*theta_K + 11756488881467685036045487132576,x^2 - 3810,2,2,0,15240,11852352,1,False
3199,-3245803744*theta_K - 200347876976,-790762525199232*theta_K - 48809973002436352,x^2 - 3810,2,2,0,15240,11852352,1,False
3200,-50260672456121210848*theta_K - 3102349931225541188336,1523719889772861192564827519616*theta_K + 94051911051741480288363897060608,x^2 - 3810,2,2,0,15240,11852352,1,False
3201,-811450936*theta_K - 50086969244,-98845315649904*theta_K - 6101246625304544,x^2 - 3810,2,2,0,15240,11852352,1,True
3202,-5639032146745396150729528992*theta_K - 348070372673726204655016828016,1810796097648115073948682104770100718743424*theta_K + 111771746665477209257948841339403809364083968,x^2 - 3810,2,2,0,15240,11852352,1,False
3203,-87319372966102658504743549025728714656*theta_K - 5389805537372069660215310488192077510896,-3489222038707952691410746785119088045605917782967218603648*theta_K - 215372919279314508981858608363358195492122990914498717626112,x^2 - 3810,2,2,0,15240,11852352,1,False
3204,32617362132566171901695865*theta_K - 2030480312430131513965092755,979796942308721283298324833481719363248*theta_K - 60993847186396591568276511631014993500434,x^2 - x - 3813,2,2,0,15253,-3375,1,True
3205,-32617362132566171901695865*theta_K - 1997862950297565342063396890,-979796942308721283298324833481719363248*theta_K - 60014050244087870284978186797533274137186,x^2 - x - 3813,2,2,0,15253,-3375,1,True
3206,-8871922500057998757261275280*theta_K - 543418722480937773041243954080,-3574299245542215241472288992541312237128704*theta_K - 218931255290432550799600425437401384052454528,x^2 - x - 3813,2,2,0,15253,16581375,1,True
3207,8871922500057998757261275280*theta_K - 552290644980995771798505229360,3574299245542215241472288992541312237128704*theta_K - 222505554535974766041072714429942696289583232,x^2 - x - 3813,2,2,0,15253,16581375,1,True
3208,-7173760*theta_K - 1329102400/3,218327194624/3*theta_K + 121350253574144/27,x^2 - 3814,2,2,0,15256,8000,1,True
3209,7173760*theta_K - 1329102400/3,-218327194624/3*theta_K + 121350253574144/27,x^2 - 3814,2,2,0,15256,8000,1,True
3210,-830464000*theta_K - 50874007552,-102475718656000*theta_K - 6277623021699072,x^2 - x - 3814,2,2,0,15257,-884736,1,False
3211,-53248*theta_K - 3261952,-52613120*theta_K - 3223059456,x^2 - x - 3814,2,2,0,15257,-884736,1,True
3212,-137043069297287168*theta_K - 8395205613700628480,217232458541632401758289920*theta_K + 13307576696713714077357703168,x^2 - x - 3814,2,2,0,15257,-884736,1,False
3213,-8786969784320*theta_K - 538286382806528,111531566409381744640*theta_K + 6832380777999702692864,x^2 - x - 3814,2,2,0,15257,-884736,1,True
3214,59520*theta_K - 3691200,55114752*theta_K - 3418003456,x^2 - 3846,2,2,0,15384,8000,1,False
3215,-59520*theta_K - 3691200,-55114752*theta_K - 3418003456,x^2 - 3846,2,2,0,15384,8000,1,False
3216,-19840/3*theta_K - 1230400/3,18371584/9*theta_K + 3418003456/27,x^2 - 3846,2,2,0,15384,8000,1,True
3217,19840/3*theta_K - 1230400/3,-18371584/9*theta_K + 3418003456/27,x^2 - 3846,2,2,0,15384,8000,1,True
3218,-5474972488425174710124848517281321495952*theta_K - 337295351732452318112619267072339048139872,-1811776043447689035258432862686039889229134357054627174877184*theta_K - 111617657185131736639841501149148520788052542473890505504733824,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
3219,10299566105228324477717129857300752*theta_K - 671041994205735346025944386400937328,-79109908075228189584191974271896449741483318786444288*theta_K + 4954518922534766407978034827589905614623163571768719232,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
3220,-68407860172960684164528453476038934651728386192*theta_K - 4214386823319209283941403119987721475680323260512,1313774422650750697133811183871418285418731217535661652485392616691265536*theta_K + 80937389382362483195751929638501165481579858399379331487635061555199220096,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
3221,89911466244464906482242415265033117328*theta_K - 5629065853731531586250583272225102487792,3812889351992088442298415617846162761667251775264604112896*theta_K - 238712659688084600320483618905741309025333810197058052066944,x^2 - x - 3857,2,2,0,15429,x^2 + 19886*x + 117649,2,False
